per_enum_index_show,lte-rrc_UL_DCCH_Message_element_pos,per_extension_bit_showname,per_extension_present_bit_showname,lte-rrc_dedicatedInfoType_size,lte-rrc_UL_DCCH_Message_element_size,per_extension_bit_pos,lte-rrc_c1_showname,lte-rrc_rrc_TransactionIdentifier_value,lte-rrc_c1_show,lte-rrc_ulInformationTransfer_r8_element_size,lte-rrc_criticalExtensions_showname,lte-rrc_selectedPLMN_Identity_value,lte-rrc_phich_Duration_value,lte-rrc_rrc_TransactionIdentifier_pos,per_octet_string_length_show,per_sequence_of_length_pos,lte-rrc_ueCapabilityEnquiry_element_pos,per_enum_index_value,per_octet_string_length_showname,per_enum_index_showname,lte-rrc_DL_DCCH_Message_element_size,lte-rrc_dedicatedInfoNASList_value,lte-rrc_establishmentCause_value,lte-rrc_dedicatedInfoNAS_pos,lte-rrc_drb_ToAddModList_pos,lte-rrc_cellIdentity_pos,lte-rrc_criticalExtensions_value,per_octet_string_length_name,lte-rrc_cellIdentity_showname,per_choice_index_pos,per_sequence_of_length_value,per_enum_index_name,per_choice_index_value,lte-rrc_dedicatedInfoType_value,per_octet_string_length_value,lte-rrc_c1_size,lte-rrc_cqi_ReportConfig_element_pos,lte-rrc_systemInformationBlockType1_element_showname,lte-rrc_dedicatedInfoNAS_show,label
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,160.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,34.0,56.0,1.0,105.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,1.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,2.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,79.0,0.0,2.0,40.0,9.0,1.0,2.0,74.0,2.0,38.0,56.0,1.0,50.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,11.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,147.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,34.0,56.0,1.0,81.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,1.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,2.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,52.0,0.0,2.0,40.0,9.0,1.0,2.0,47.0,2.0,38.0,56.0,1.0,23.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,63.0,40.0,21.0,43.0,42.0,13.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,146.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,34.0,56.0,1.0,79.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,1.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,2.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,45.0,0.0,2.0,40.0,9.0,1.0,2.0,40.0,2.0,38.0,56.0,1.0,16.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,11.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,176.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,34.0,56.0,1.0,131.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,1.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,2.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,59.0,0.0,2.0,40.0,9.0,1.0,2.0,54.0,2.0,38.0,56.0,1.0,30.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,63.0,40.0,21.0,43.0,42.0,13.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,115.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,23.0,56.0,1.0,0.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,56.0,0.0,2.0,40.0,9.0,1.0,2.0,51.0,2.0,38.0,56.0,1.0,27.0,1
3.0,48.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,259.0,0.0,2.0,48.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,11.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,115.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,23.0,56.0,1.0,0.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,75.0,0.0,2.0,40.0,9.0,1.0,2.0,70.0,2.0,38.0,56.0,1.0,46.0,1
3.0,48.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,259.0,0.0,2.0,48.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,63.0,40.0,21.0,43.0,42.0,13.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,115.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,23.0,56.0,1.0,0.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,37.0,0.0,2.0,40.0,9.0,1.0,2.0,32.0,2.0,38.0,56.0,1.0,8.0,1
3.0,48.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,259.0,0.0,2.0,48.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,11.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,115.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,1.0,23.0,56.0,1.0,0.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,64.0,0.0,2.0,40.0,9.0,1.0,2.0,59.0,2.0,38.0,56.0,1.0,35.0,1
3.0,48.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,259.0,0.0,2.0,48.0,9.0,1.0,14.0,2.0,1.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,63.0,40.0,21.0,43.0,42.0,13.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,20.0,12.0,4.0,5.0,32.0,12.0,47.0,118.0,34.0,241.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
