nested_field2_size,nas_eps_seq_no_value,nas_eps_emm_esm_msg_cont_value,nas_eps_emm_imeisv_req_unmaskedvalue,gsm_a_dtap_time_zone_time_value,gsm_a_dtap_rand_value,nas_eps_msg_auth_code_show,nested_field4_value,gsm_a_dtap_time_zone_time_show,gsm_a_common_elem_id_unmaskedvalue,nested_field3_value,nested_field1_size,nested_field4_show,nas_eps_emm_elem_id_show,nas_eps_spare_bits_value,nested_field5_show,gsm_a_dtap_autn_show,nas_eps_nas_msg_emm_type_show,3gpp_tmsi_value,nested_field2_value,nas_eps_emm_hash_mme_value,nested_field1_show,gsm_a_len_show,nested_field4_size,nas_eps_emm_odd_even_unmaskedvalue,nas_eps_seq_no_show,gsm_a_dtap_text_string_show,nested_field5_size,nas_eps_emm_m_tmsi_show,nested_field1_value,nas_eps_security_header_type_unmaskedvalue,nested_field2_show,e212_tai_mnc_value,nas_eps_emm_res_show,label
7.0,3.0,57.0,1.0,327020325730.5,244.0,68.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,22.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226214.0,107.0,17.0,2.0,1.0,71.0,1
3.0,4.0,0.0,1.0,327020325730.5,244.0,388.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,22.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226214.0,107.0,17.0,5.0,1.0,71.0,1
17.0,28.0,57.0,1.0,327020325730.5,43.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,77.0,82.0,72.0,83.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,191.0,7.0,0.0,1.0,71.0,1
3.0,6.0,0.0,1.0,327020325730.5,244.0,248.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,22.0,0.0,44.0,3.0,11.0,1.0,1.0,5.0,1.0,1.0,3221226214.0,107.0,17.0,5.0,1.0,71.0,1
17.0,28.0,57.0,1.0,327020325730.5,215.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,239.0,82.0,72.0,245.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,367.0,7.0,0.0,1.0,71.0,1
3.0,8.0,0.0,1.0,327020325730.5,244.0,229.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,22.0,0.0,44.0,3.0,11.0,1.0,1.0,7.0,1.0,1.0,3221226214.0,107.0,17.0,5.0,1.0,71.0,1
17.0,28.0,57.0,1.0,327020325730.5,243.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,142.0,82.0,72.0,148.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,395.0,7.0,0.0,1.0,71.0,1
3.0,10.0,0.0,1.0,327020325730.5,244.0,461.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,22.0,0.0,44.0,3.0,11.0,1.0,1.0,9.0,1.0,1.0,3221226214.0,107.0,17.0,5.0,1.0,71.0,1
17.0,28.0,57.0,1.0,327020325730.5,26.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,133.0,82.0,72.0,139.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,173.0,7.0,0.0,1.0,71.0,1
17.0,28.0,57.0,1.0,327020325730.5,186.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,63.0,82.0,72.0,69.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,338.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,74.0,7.0,7.0,1.0,62.0,0
3.0,1.0,57.0,0.0,327020325730.5,244.0,327.0,29.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,27.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,2.0,7.0,1.0,327020325730.5,244.0,418.0,56.0,104.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,10.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221225824.0,219.0,27.0,4.0,0.0,71.0,0
2.0,3.0,57.0,1.0,326002027014.0,244.0,369.0,0.0,91.0,3.0,60.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,3.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,69.0,10.0,253.0,44.0,3.0,11.0,3.0,1.0,2.0,1.0,1.0,3221225824.0,95.0,17.0,7.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,124.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,111.0,82.0,72.0,117.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,276.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,19.0,7.0,7.0,1.0,8.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,413.0,29.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,27.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,0.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,11.0,6.0,4.0,1.0,3.0,244.0,94.0,72.0,253.0,44.0,7.0,9.0,3.0,2.0,0.0,1.0,1.0,3221226578.0,174.0,47.0,7.0,1.0,71.0,0
7.0,16.0,2.0,1.0,327020325730.5,244.0,527.0,50.0,104.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,4.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221225604.0,219.0,27.0,4.0,0.0,71.0,0
7.0,16.0,1.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,5.0,6.0,4.0,1.0,3.0,244.0,67.0,72.0,253.0,44.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,3221226578.0,0.0,27.0,7.0,1.0,71.0,0
2.0,17.0,57.0,1.0,326092223272.0,244.0,28.0,0.0,92.0,3.0,89.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,52.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,4.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221225604.0,89.0,17.0,2.0,1.0,71.0,0
4.0,19.0,57.0,1.0,327020325730.5,244.0,269.0,121.0,104.0,3.0,160.0,8.0,6.0,2.0,1.0,3.0,244.0,73.0,72.0,252.0,44.0,11.0,6.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,233.0,27.0,1.0,0.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,218.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,4.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221225604.0,89.0,17.0,5.0,1.0,71.0,0
7.0,21.0,2.0,1.0,327020325730.5,244.0,311.0,117.0,104.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
7.0,21.0,1.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,5.0,6.0,4.0,1.0,3.0,244.0,67.0,72.0,253.0,44.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,3221226578.0,0.0,27.0,7.0,1.0,71.0,0
2.0,23.0,57.0,1.0,326092224233.0,244.0,136.0,0.0,93.0,3.0,90.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,5.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,15.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,4.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221225604.0,89.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,181.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,4.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221225604.0,89.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,64.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,192.0,82.0,72.0,198.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,213.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,44.0,7.0,7.0,1.0,32.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,450.0,6.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,4.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,3.0,1.0,327020325730.5,244.0,159.0,79.0,104.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,34.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326092229321.0,244.0,268.0,0.0,94.0,3.0,91.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,510.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,34.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226578.0,119.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,234.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,34.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226578.0,119.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,16.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,6.0,82.0,72.0,12.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,162.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,14.0,7.0,7.0,1.0,4.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,98.0,17.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,15.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,5.0,1.0,327020325730.5,244.0,176.0,89.0,104.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,44.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221226941.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326092328221.0,244.0,477.0,0.0,95.0,3.0,92.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,69.0,44.0,253.0,44.0,3.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226941.0,129.0,17.0,7.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,1.0,6.0,4.0,1.0,3.0,244.0,78.0,72.0,253.0,44.0,2.0,11.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,83.0,7.0,7.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,144.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,30.0,82.0,72.0,36.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,296.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,16.0,7.0,7.0,1.0,5.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,322.0,29.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,27.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,7.0,1.0,327020325730.5,244.0,31.0,103.0,104.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,58.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227286.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326092329595.0,244.0,187.0,0.0,96.0,3.0,93.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
3.0,18.0,0.0,1.0,327020325730.5,244.0,64.0,120.0,104.0,1.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,17.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226069.0,102.0,17.0,5.0,1.0,71.0,0
7.0,18.0,8.0,1.0,327020325730.5,244.0,13.0,118.0,104.0,3.0,7.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
7.0,20.0,1.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,5.0,6.0,4.0,1.0,3.0,244.0,67.0,72.0,253.0,44.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,3221226578.0,0.0,27.0,7.0,1.0,71.0,0
2.0,20.0,57.0,1.0,326003719365.0,244.0,22.0,1.0,97.0,3.0,82.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,4.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,22.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,69.0,17.0,253.0,44.0,3.0,11.0,3.0,1.0,5.0,1.0,1.0,3221226069.0,102.0,17.0,7.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,64.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,17.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226069.0,102.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,138.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,102.0,82.0,72.0,108.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,290.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,78.0,7.0,7.0,1.0,66.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,281.0,43.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,41.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,9.0,1.0,327020325730.5,244.0,232.0,49.0,104.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,3.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221225575.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003911150.0,244.0,189.0,0.0,98.0,3.0,84.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,475.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,3.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221225575.0,88.0,17.0,2.0,1.0,71.0,0
4.0,19.0,57.0,1.0,327020325730.5,244.0,214.0,121.0,104.0,3.0,160.0,8.0,6.0,2.0,1.0,3.0,244.0,73.0,72.0,252.0,44.0,11.0,6.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,233.0,27.0,1.0,0.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,276.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,3.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221225575.0,88.0,17.0,5.0,1.0,71.0,0
7.0,21.0,9.0,1.0,327020325730.5,244.0,410.0,117.0,104.0,3.0,8.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,23.0,57.0,1.0,326003911220.0,244.0,139.0,0.0,99.0,3.0,85.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,5.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,75.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,3.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221225575.0,88.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,306.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,3.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221225575.0,88.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,40.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,29.0,82.0,72.0,35.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,188.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,17.0,7.0,7.0,1.0,6.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,468.0,23.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,21.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,2.0,1.0,327020325730.5,244.0,321.0,102.0,104.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,57.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227226.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003915260.0,244.0,520.0,0.0,100.0,3.0,87.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,252.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,57.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227226.0,142.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,99.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,57.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227226.0,142.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,187.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,83.0,82.0,72.0,89.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,339.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,49.0,7.0,7.0,1.0,37.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,416.0,36.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,34.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,10.0,1.0,327020325730.5,244.0,476.0,112.0,104.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,67.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227459.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003910305.0,244.0,186.0,0.0,101.0,3.0,83.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,339.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,67.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227459.0,151.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,312.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,67.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227459.0,151.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,57.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,172.0,82.0,72.0,178.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,205.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,42.0,7.0,7.0,1.0,30.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,104.0,3.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,1.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,3.0,1.0,327020325730.5,244.0,24.0,68.0,104.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,23.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221226222.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003919344.0,244.0,135.0,0.0,102.0,3.0,88.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,241.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,23.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226222.0,108.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,405.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,23.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226222.0,108.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,3.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,120.0,82.0,72.0,126.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,5.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,79.0,7.0,7.0,1.0,67.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,524.0,21.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,19.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,11.0,1.0,327020325730.5,244.0,315.0,46.0,104.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,0.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221225490.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003912512.0,244.0,25.0,0.0,103.0,3.0,86.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
